"Geo","Year","HhPropIncQ1","HhPropIncQ2","HhPropIncQ3","HhPropIncQ4"
382,2050,0.1525,0.1525,0.3625,0.3325
383,2005,0.09,0.12,0.24,0.55
383,2021,0.15,0.15,0.35,0.35
383,2050,0.15,0.15,0.35,0.35
384,2005,0.205,0.345,0.265,0.185
384,2021,0.1575,0.1575,0.3675,0.3175
384,2050,0.1575,0.1575,0.3675,0.3175
388,2005,0.12,0.27,0.28,0.33
388,2021,0.17,0.25,0.42,0.16
388,2050,0.17,0.25,0.42,0.16
389,2005,0.115,0.265,0.285,0.335
389,2021,0.1675,0.2475,0.4175,0.1675
389,2050,0.1675,0.2475,0.4175,0.1675
390,2005,0.13,0.3,0.34,0.23
390,2021,0.1325,0.1525,0.3325,0.3825
390,2050,0.1325,0.1525,0.3325,0.3825
395,2005,0.29,0.22,0.24,0.25
395,2021,0.2525,0.2225,0.3825,0.1425
395,2050,0.2525,0.2225,0.3825,0.1425
396,2005,0.2725,0.3325,0.3125,0.0825
396,2021,0.26,0.22,0.38,0.14
396,2050,0.26,0.22,0.38,0.14
411,2005,0.22,0.2,0.22,0.36
411,2021,0.18,0.18,0.43,0.21
411,2050,0.18,0.18,0.43,0.21
414,2005,0.17,0.21,0.33,0.29
414,2021,0.0775,0.1275,0.4875,0.3075
414,2050,0.0775,0.1275,0.4875,0.3075
415,2005,0.1575,0.2175,0.3375,0.2875
415,2021,0.07,0.14,0.49,0.3
415,2050,0.07,0.14,0.49,0.3
416,2005,0.1675,0.2275,0.3275,0.2775
416,2021,0.06,0.13,0.5,0.31
416,2050,0.06,0.13,0.5,0.31
417,2005,0.3425,0.3225,0.1825,0.1525
417,2021,0.06,0.13,0.5,0.31
417,2050,0.06,0.13,0.5,0.31
418,2005,0.1575,0.2075,0.3275,0.3075
418,2021,0.0675,0.1275,0.4875,0.3175
418,2050,0.0675,0.1275,0.4875,0.3175
419,2005,0.1,0.18,0.21,0.51
419,2021,0.06,0.13,0.5,0.31
419,2050,0.06,0.13,0.5,0.31
420,2005,0.1,0.18,0.21,0.51
420,2021,0.06,0.13,0.5,0.31
420,2050,0.06,0.13,0.5,0.31
421,2005,0.21,0.24,0.24,0.31
421,2021,0.18,0.17,0.33,0.32
421,2050,0.18,0.17,0.33,0.32
422,2005,0.2075,0.2375,0.2375,0.3175
422,2021,0.18,0.17,0.33,0.32
422,2050,0.18,0.17,0.33,0.32
423,2005,0.2075,0.2375,0.2375,0.3175
423,2021,0.18,0.17,0.33,0.32
423,2050,0.18,0.17,0.33,0.32
424,2005,0.15,0.24,0.23,0.38
424,2021,0.18,0.17,0.33,0.32
424,2050,0.18,0.17,0.33,0.32
426,2005,0.09,0.11,0.23,0.57
426,2021,0.1375,0.1475,0.3275,0.3875
426,2050,0.1375,0.1475,0.3275,0.3875
427,2005,0.0725,0.1025,0.2325,0.5925
427,2021,0.13,0.15,0.33,0.39
427,2050,0.13,0.15,0.33,0.39
428,2005,0.105,0.295,0.325,0.275
428,2021,0.13,0.16,0.44,0.27
428,2050,0.13,0.16,0.44,0.27
429,2005,0.1,0.3,0.33,0.27
429,2021,0.13,0.16,0.44,0.27
429,2050,0.13,0.16,0.44,0.27
430,2005,0.1225,0.0925,0.1725,0.6125
430,2021,0.09,0.06,0.38,0.47
430,2050,0.09,0.06,0.38,0.47
431,2005,0.1225,0.0925,0.1725,0.6125
431,2021,0.09,0.06,0.38,0.47
431,2050,0.09,0.06,0.38,0.47
432,2005,0.1225,0.0925,0.1725,0.6125
432,2021,0.09,0.06,0.38,0.47
432,2050,0.09,0.06,0.38,0.47
433,2005,0.12,0.09,0.18,0.61
433,2021,0.09,0.06,0.38,0.47
433,2050,0.09,0.06,0.38,0.47
434,2005,0.03,0.1,0.25,0.62
434,2021,0.09,0.06,0.38,0.47
434,2050,0.09,0.06,0.38,0.47
435,2005,0.12,0.1,0.18,0.6
435,2021,0.09,0.07,0.38,0.46
435,2050,0.09,0.07,0.38,0.46
436,2005,0.1625,0.1725,0.2725,0.3925
436,2021,0.17,0.13,0.41,0.29
436,2050,0.17,0.13,0.41,0.29
437,2005,0.1575,0.2375,0.2375,0.3675
437,2021,0.18,0.17,0.33,0.32
437,2050,0.18,0.17,0.33,0.32
439,2005,0.3875,0.3775,0.2075,0.0275
439,2021,0.29,0.26,0.37,0.08
439,2050,0.29,0.26,0.37,0.08
442,2005,0.1625,0.1725,0.2725,0.3925
442,2021,0.17,0.13,0.41,0.29
442,2050,0.17,0.13,0.41,0.29
443,2005,0.17,0.18,0.31,0.34
443,2021,0.23,0.15,0.41,0.21
443,2050,0.23,0.15,0.41,0.21
444,2005,0.17,0.18,0.31,0.34
444,2021,0.23,0.15,0.41,0.21
444,2050,0.23,0.15,0.41,0.21
447,2005,0.365,0.355,0.195,0.085
447,2021,0.21,0.47,0.32,0
447,2050,0.21,0.47,0.32,0
450,2005,0.21,0.24,0.24,0.31
450,2021,0.18,0.17,0.33,0.32
450,2050,0.18,0.17,0.33,0.32
451,2005,0.19,0.2,0.22,0.39
451,2021,0.15,0.17,0.45,0.23
451,2050,0.15,0.17,0.45,0.23
